Job Title,Company,Location (Specific),Experience Required (Standardized),Combined Skills,Industry (Inferred),Job Type,Posted Date,Source Platform,Notes/Observations,
Quantitative Trading & Research (APAC),Tower Research Capital,"Gurugram, Haryana",0 - 3 years,"designing, implementing, and deploying high-frequency trading algorithms, exploring trading ideas by analyzing market data and market micro-structure for patterns, creating tools to analyze data for patterns, contributing to libraries of analytical computations, developing, augmenting, and calibrating exchange simulators, strong background in mathematics and statistics, proficiency in back-testing, simulation, and statistical techniques, data analysis, research, data mining, principal component analysis., c++, matlab, python (programming languages for quantitative analysis and algorithm development), back-testing, simulation (techniques).","Investment Banking, Venture Capital, Private Equity, High-Frequency Trading, Quantitative Finance","Full-time, Permanent",14-06-2025,Naukri.com,"Requires a STEM degree from a top-tier university. This is a highly specialized role focusing on algorithmic trading, market microstructure analysis, and advanced statistical modeling for high-frequency trading. The ""Role:"" is listed as ""Data Analyst"" and ""Department:"" as ""Data Science & Analytics"", which are broad classifications for this niche quantitative finance position.",
Internship Junior Data Analyst,Rezultize,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru (Remote team possible)",0 - 1 years (Internship),"data analysis assistance (analyze large datasets for trends,patterns,insights in customer engagement), report preparation (prepare reports,visualizations), data collection and management (collect,manage data, ensure accuracy,integrity), market research (industry trends, best practices in data analysis for customer engagement), collaborative projects, learning and development, strong analytical and problem-solving skills, effective communication skills, eagerness to learn and grow, customer engagement., excel, sql, python, r (basic proficiency preferred).","Advertising & Marketing, Data Science & Analytics","Internship (Full-time, Permanent listed, but title specifies Internship), Flexible working hours, Remote team.",14-06-2025,Naukri.com,"Requires current student/recent graduate in quantitative field (Statistics, Math, CS, Economics). Focuses on data analysis, reporting, and market research within marketing technology. Offers mentorship and exposure to diverse projects/clients in the GCC region. Arabic language skills advantageous.",
Data Analyst,Digital Glyde,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0 - 3 years,"gather, cleanse, and organize data from multiple sources (databases, spreadsheets, external systems), utilize excel skills to analyze data sets and identify patterns,trends,anomalies, design and develop insightful reports,dashboards,visualizations, collaborate with cross-functional teams to understand data needs and deliver actionable recommendations, support data integration and migration projects (ensuring data integrity,consistency), proactively identify opportunities for data-driven improvements,optimization, strong analytical and problem-solving skills, excellent communication and presentation skills (translate complex data into actionable insights). nice to have: sql, statistical analysis techniques, python or r for data analysis., microsoft excel (expert-level), power bi or similar (data visualization), sql (nice to have), python or r (nice to have).","IT Services & Consulting, Data Science & Analytics","Full-time, Permanent",14-06-2025,Naukri.com,"Requires Bachelor's degree in a quantitative field (Statistics, Mathematics, Economics) or relevant experience. This role emphasizes data extraction, cleaning, analysis, and visualization using Excel and power bi to support strategic business decisions.",
Data Analyst,Masterg & Daughters,New Delhi,0 - 2 years,"scrutinize information using data analysis tools, pull meaningful results from raw data, aid employers and clients make important decisions by identifying various facts and trends, technical skills, mathematical and statistical skills., sql, r, python, microsoft excel, google sheets, tableau, qlik.","Retail, Data Science & Analytics","Full-time, Permanent",14-06-2025,Naukri.com,"Requires ""Any Graduate"" or ""Any Postgraduate"". This role focuses on data scrutiny, extracting insights, and identifying trends to support business decisions, with a strong emphasis on various data tools and statistical skills.",
Data Analyst,Magic Infomedia,New Delhi,0 - 2 years,"gathering and analyzing business requirements, creating detailed documentation, facilitating effective communication between stakeholders and technical teams. also lists ""business analyst"" and ""data analyst"" as keyskills., not explicitly mentioned (implied tools for documentation, requirements gathering, communication).","IT Services & Consulting, Data Science & Analytics (company in web design, development, business solutions)","Full-time, Permanent",14-06-2025,Naukri.com,"Requires ""Any Graduate"" or ""Any Postgraduate"". Significant Discrepancy: While the job title and ""Role:"" are ""Data Analyst,"" the full job description describes responsibilities primarily for a Business Analyst (gathering requirements, documentation, stakeholder communication). The company is involved in web design, development, and business solutions.",
IN-Specialist 2 Sustainability ESG_Advisory_Gurgaon,PwC Service Delivery Center,"Gurugram, Haryana",0 - 1 years,"sustainability, esg advisory, environmental, social and governance (esg), experience on sustainability frameworks (gri, sasb), esg ratings methodology and requirements (djsi, s,p, msci), setting up esg policies,targets,implementation of projects, esg due diligences (ifc, adb), aware of processes for pri signatory, proactive and robust thought process, meticulous and committed attitude, good interpersonal and communication skills, good digital awareness, enthusiasm and commitment towards work, climate change (mandatory), data analysis, data analytics, carbon accounting, carbon footprint, carbon offsets, carbon pricing and trading, climate change adaptation program design, climate change impacts and risks, climate change scenarios, climate finance, climate policy, climate reporting, communication, environmental policy, impact evaluation, inclusion, intellectual curiosity., not explicitly mentioned (implies various esg,sustainability reporting tools, data analysis tools relevant to esg).","Professional Services, IT Services & Consulting, Data Science & Analytics (with strong ESG/Sustainability focus)","Full-time, Permanent",04-07-2025,Naukri.com,"Requires Bachelor Degree, Graduation, Post Graduation. While the ""Role:"" is listed as ""Data Analyst"" and ""Department:"" as ""Data Science & Analytics"", the core focus of the job description is highly specific to Sustainability and ESG Advisory, where data analysis skills are applied within that domain.",
Research Associate in Management,Jagan Institute of Management Studies (JIMS),New Delhi,0 - 5 years,"research, analysis, teaching assignments, conference and seminar participations, linkage of fellowship programme with industry projects, access to jims incubation centre, support in patenting and copyrighting innovative ideas, career guidance and support, experiential learning, molecular biology, biotechnology, pharmaceutical, research analysis, teaching, training, hplc, secondary research, method development, research and development, coaching, lecturer activities, formulation development, communication skills., hplc, r (listed as key skill, potential tool).","Education, Training, Research & Development (with potential interdisciplinary focus on specific scientific domains)","Full-time, Permanent",14-06-2025,Naukri.com,"Requires ""Any Graduate"" or ""Any Postgraduate"". Significant Discrepancy: While the title is ""Research Associate in Management"" and the company is a management institute, many listed ""Key Skills"" (e.g., molecular biology, biotechnology, pharmaceutical, HPLC, formulation development) and the ""Role Category"" (""Pharmaceutical & Biotechnology"") strongly suggest a technical/scientific research background. This role likely supports a ""Fellow Programme in Management (FPM),"" which is a doctoral-level research program.",
Data Analyst,Diensten Tech Limited,"Gurugram, Haryana",0 - 1 years,"managing master data (creation, updates, deletion), managing users and user roles, quality assurance of imported data, commissioning and decommissioning of data sets, processing confidential data, developing reports and analysis, managing and designing the reporting environment (data sources, security, metadata), supporting data warehouse (identifying,revising reporting requirements), supporting data integrity and normalization initiatives, assessing tests,implementing new,upgraded software, assisting with strategic decisions on new systems, generating reports from single,multiple systems, troubleshooting reporting database environment and reports, evaluating changes,updates to source production systems, training end-users on new reports,dashboards, providing technical expertise in data storage structures, data mining, and data cleansing., data warehouse (implied), reporting database environment, software for data management,analysis.","IT Services & Consulting, Data Science & Analytics","Full-time, Permanent",14-06-2025,Naukri.com,"Requires ""Any Graduate"" or ""Any Postgraduate"". This role strongly focuses on data governance, data quality, reporting, and supporting the technical aspects of data infrastructure.",
Market Research and Sales Intern,Viga Entertainment Technology,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru (On-site in Electronic City, Bengaluru specified in JD)",0 - 1 years (Internship),"hands-on work with electric car, self-driving hardware, end-to-end neural networks, integrate,test self-driving hardware,software, develop,implement,optimize end-to-end neural networks for autonomous driving, analyze,improve performance by testing in real-world scenarios, collecting data to refine models, software development (python, c), testing, debugging, troubleshooting self-driving capabilities, document progress,results,challenges, contribute to brainstorming, strong analytical and problem-solving skills, hands-on experience with hardware components (automation,robotics), knowledge of data collection and analysis for neural network training, computer science, automation, debugging, machine learning, market research, troubleshooting, robotics, python., electric car, self-driving hardware, neural networks, python, c.","Entertainment Technology, Automotive Tech, AI, Robotics","Internship (6 months duration), Unpaid",14-06-2025,Naukri.com,"Major Discrepancy: Despite the title ""Market Research and Sales Intern"" and ""Role: Business Development Executive (BDE)"", the detailed job description is overwhelmingly for a technical internship focused on Self-Driving Cars, Automation, Neural Networks, Robotics, and Software Development (Python, C). Requires degree/background in Computer Science, Engineering. The primary work location for the hands-on work is ""Electronic City, Bengaluru"". This is an unpaid internship, starting in 1-3 months.",
Brand & Comm Strategy New Associate,Accenture,"Gurugram, Haryana",0 - 1 years,"marketing operations - marketing research analysis, digital marketing ads,  promotion creation,design, understand 1st or 3rd party marketing research, articulate insights from research, identify attributable,relevant resources, transform insights into marketing context, use information to identify,define marketing opportunities,problems, generate,refine,evaluate marketing actions, monitor marketing performance, improve understanding of marketing as a process. adaptable and flexible, ability to perform under pressure, problem-solving skills, detail orientation, ability to establish strong client relationship, research analysis., not explicitly mentioned (implies digital marketing platforms, analytics tools, research databases).","IT Services & Consulting, Marketing & Communication, Professional Services","Full-time, Permanent (Rotational shifts possible)",14-06-2025,Naukri.com,"Requires ""Any Graduation"". This role emphasizes leveraging marketing research analysis for brand and communication strategies, including digital marketing. It's an individual contributor role within a team, with detailed instructions and close supervision.",
Marketing Analyst,Miracle Solution (Miracle Software Solutions),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0 - 1 years,"generate new leads (email marketing, social media, campaigns, external webinars), create research deliverables (market trend, topic,issue, company, executive, industry), conduct in-depth secondary research, assist in development,maintenance of account relationship tools, understand,track,report operational needs of account, develop marketing collaterals, collaborate with other teams, leveraging various platforms for data collection, help in reporting out of account financials and opportunity management using crm, proactively keep team leader informed about lead status, digital marketing, email marketing, branding, market research, data collection, research, brand management, primary research, marketing, secondary research, campaigns, marketing analytics, marketing collaterals, social media marketing., crm (general).","IT Services & Consulting, Marketing & Communication","Full-time, Permanent",14-06-2025,Naukri.com,"Requires ""Any Graduate"" or ""Any Postgraduate"". The listed ""Role:"" is ""Analyst Relations"" and ""Role Category:"" is ""Corporate Communication"", indicating a focus on brand and analyst perception alongside marketing.",
Junior Portfolio Analyst,Welfin (Welcon Financials Private Limited),New Delhi,0 - 1 years,"portfolio analysis (conduct detailed analysis of investment portfolios, assessing performance, risk, and return metrics, utilize financial models and statistical techniques), market research (stay abreast of financial markets, economic trends, industry developments, analyze macroeconomic factors and market conditions), risk management (identify and assess potential risks, develop strategies to mitigate risks, ensure compliance), performance reporting (prepare and present regular performance reports), asset allocation (assist in determining optimal asset allocation strategies), data management (maintain accurate and up-to-date data, ensure data integrity, utilize data analysis tools and software), client communication (interact with clients, provide clear,concise communication), compliance (ensure compliance with regulatory requirements,internal policies), financial analysis, equity research, investment banking, portfolio management, financial modelling, financial planning, wealth management, mutual funds, finance, analysis, capital market, equity., financial models, statistical techniques, data analysis tools and software (general).","Financial Services, Investments, Trading","Full-time, Permanent",14-06-2025,Naukri.com,"Requires ""Any Graduate"" or ""Any Postgraduate"". The listed ""Role:"" is ""Investment Banking Associate"" and ""Role Category:"" is ""Investment Banking, Private Equity & VC"", which might indicate a broader internal classification or slight misalignment between the job title and official role, as the responsibilities are primarily focused on portfolio analysis.",
Associate Consultant,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0 - 3 years,"client management (assist in building,maintaining relationships, point of contact, manage expectations), research and analysis (conduct research, analyze data, develop hypotheses, identify insights), project delivery (assist in planning, executing, monitoring project tasks,timelines), report writing and presentation (prepare reports,presentations, develop recommendations), teamwork (collaborate, provide integrated solutions, support ip development), strong analytical and problem-solving skills, excellent communication and interpersonal skills, basic understanding of management consulting concepts, management consulting, project management, team management, program management, business analysis, problem solving, client management, market research, research, report writing, secondary research, project delivery, agile, project planning., not explicitly mentioned (implied research,analysis tools).","Medical Services, Hospital (with a consulting focus)","Full-time, Permanent",14-06-2025,Naukri.com,Associate Consultant - Aster Medcity,"Critical Contradiction: While the job is titled ""Associate Consultant"" and describes general consulting responsibilities (research, analysis, client management), the ""Role:"" is explicitly stated as ""Critical Care Physician"" and ""Role Category:"" as ""Doctor."" The company is a hospital. This suggests a likely miscategorization or a highly specialized internal role definition that is primarily medical in nature, despite the consulting-style job description. Salary is ""Not Disclosed""."
Analyst – Wealth Management,TheBirbal (recruiting for a Leading AMC),"Noida, Uttar Pradesh, Delhi NCR",Fresher - 3 years,"client servicing, client data management, investment recommendations and notes, portfolio analysis and reporting, crafting documents like investment policy statements, comply with all legal and regulatory requirements, business development, crafting documents and collaterals to assist the team in pitching, lead research and management., not explicitly mentioned (implied financial analysis,reporting tools, excel).","Financial Services, Wealth Management, Asset Management",Full-time,06-07-2025,Indeed,"This role is for a leading Asset Management Company, offering ?6,00,000 a year. It requires an MBA in Finance or CFA Level III/II cleared. Focuses on client wealth management, portfolio analysis, and business development support.",
Management Trainee(Junior Research Analyst),STM Journal,"Noida, Uttar Pradesh",Fresher,"perform secondary,  primary research about company,organizational hierarchy,business entities for aerospace customers, collecting information from various databases (hoovers, lexis,  nexis) to provide credit, creates author,editor,reviewer’s pool for stm (science, technology, medicine) journals and other projects, liaisons through e-mail with authors,reviewers,editors, computer skills., hoovers, lexis,  nexis.","Publishing, Academic Research","Full-time, Fresher",06-07-2025,Indeed,"This is a fresher-level management trainee role focusing on research and data collection for academic journals in Science, Technology, and Medicine. Requires B.Sc + computer knowledge. Very similar to the MBA Journals posting from the same company (or affiliated group).",
Research Analyst,Sahitya recruiters (for an Algo trading firm),"Gurugram, Haryana (Golf Course Road)",Fresher,"wants to work in algo trading firm, wants to build future in share market. implied: research, financial analysis, understanding of share market,trading concepts., not explicitly mentioned (implies financial data platforms, potentially basic programming,scripting for trading concepts).","Financial Services, Algo Trading, Stock Market","Full-time, Permanent, Fresher, On-site",06-07-2025,Indeed,"This is a fresher role for M.Com graduates or CA dropouts (with >90% in 10th & 12th). The actual position is Research Analyst. Salary mentioned is ?40,000 - ?60,000, with a budget remark of ?60-70K per month. Strong interest in share market and algo trading is essential.",
Cyber Security Analyst,Precise Testing Solution Pvt Ltd.,"Noida Sector 62, Noida, Uttar Pradesh",Fresher (1 year preferred),"monitor computer networks for security issues, investigate security breaches and other cyber security incidents, knowledge of infrastructure (firewalls, data encryption programs), fix detected vulnerabilities, stay current on it security trends and news, perform penetration testing, help colleagues install security software, understand information security management, research security enhancements, make recommendations, stay up-to-date on it trends and security standards, analyzing security breaches to identify root cause, network security (multi-vendor) experience, knowledge of scripting languages, hands-on experience in dynamic analysis, container testing, fuzzing, owasp top 10 and vulnerability scanning, knowledge of sql injection, xss, click jacking, csrf,  ssrf., kali linux, curl, nikto, nmap, metasploit, burp, zap, firewalls, data encryption programs, scripting languages (perl, python, html, java, shell).","IT Services, Cybersecurity, Testing","Full-time, Fresher, On-site",06-07-2025,Indeed,"This is a fresher role (with a preference for up to 1 year experience) paying ?16,500 - ?18,000 per month. Requires CEH certification and strong practical skills in network security, penetration testing, and vulnerability analysis using various cybersecurity tools. Monday to Friday day shift.",
Business Analyst Fresher,Ebizon,"Noida, Uttar Pradesh",Fresher,"tracking, reporting, and analyzing performance of marketing activities, ad-hoc analytic requests, development,automation of regular reports, analyzes external and internal customer data, evaluates customers’ online behavior, provides insights,recommendations for guest experience enhancements, creates powerpoint presentations to provide market and consumer insights, analyze sales funnels and customer intent, measure roi of online and offline advertising campaigns, report on marketing kpis (leads, conversion rates, website traffic, social media engagement), track email campaign metrics (delivery, open, click-through rates), monitor budget distribution and performance of paid ad campaigns, conduct competitive research and analyze benchmarking data, recommend website and campaign optimizations, research and implement marketing tools, work closely with sales and marketing teams to identify opportunities for new client acquisition, proficient in marketing research and statistical analysis, excellent analytical skills, high degree of business acumen, strong organizational, communication and presentation skills., sql, access, excel, adobe, omniture (web analytics tools), statistical analysis tools (general), campaign management software tools (general), powerpoint.","IT Services, Marketing, E-commerce Solutions","Full-time, Fresher (Flexible schedule mentioned)",06-07-2025,Indeed,"This is a fresher role for a Business Analyst with a focus on marketing analytics, web analytics, and data reporting. Requires proficiency in statistical analysis and various data tools. Offers flexible timings and global client exposure.",
Business Analyst/Trainer,Find My Tuition,"Noida, Uttar Pradesh",Fresher - 2+ Years,"gather, analyze, and document business requirements, work closely with cross-functional teams (it, operations, marketing), design and implement solutions, create clear and detailed business analysis documents (process flows, use cases, functional specifications), conduct market research and competitor analysis, analyze and interpret data to provide actionable insights, test and validate solutions, monitor project progress, identify risks, ensure timely delivery, prepare detailed reports and presentations, conduct engaging and informative training sessions for students, design and deliver training content (case studies, project scenarios, workshops), guide students through real-world projects, provide mentorship and feedback to students, strong analytical and problem-solving skills, knowledge of business process modeling and requirement elicitation techniques, familiarity with agile and waterfall methodologies, excellent documentation and reporting skills, ability to simplify complex concepts and explain them effectively, strong communication and presentation skills, experience or interest in mentoring and training students (preferred)., ms excel, ms powerpoint, project management tools (e.g., jira, trello), business intelligence (bi) tools (basic understanding is a plus).","Education, Ed-Tech","Full-time, On-site",06-07-2025,Indeed,"This is a dual role (70% Business Analyst, 30% Trainer) paying ?30,000 - ?40,000 a month. Freshers with relevant skills are encouraged. Requires Bachelor's degree (MBA preferred). Benefits include cell phone reimbursement, health insurance, PF.",
Analyst – Wealth Management,TheBirbal (recruiting for a Leading AMC),"Noida, Uttar Pradesh, Delhi NCR",Fresher - 3 years,"client servicing, client data management, investment recommendations and notes, portfolio analysis and reporting, crafting documents like investment policy statements, comply with all legal and regulatory requirements, business development, crafting documents and collaterals to assist the team in pitching, lead research and management., not explicitly mentioned (implied financial analysis,reporting tools, excel).","Financial Services, Wealth Management, Asset Management",Full-time,06-07-2025,Indeed,"This role is for a leading Asset Management Company, offering ?6,00,000 a year. It requires an MBA in Finance or CFA Level III/II cleared. Focuses on client wealth management, portfolio analysis, and business development support.",
Management Trainee(Junior Research Analyst),STM Journal,"Noida, Uttar Pradesh",Fresher,"perform secondary,  primary research about company,organizational hierarchy,business entities for aerospace customers, collecting information from various databases (hoovers, lexis,  nexis) to provide credit, creates author,editor,reviewer’s pool for stm (science, technology, medicine) journals and other projects, liaisons through e-mail with authors,reviewers,editors, computer skills., hoovers, lexis,  nexis.","Publishing, Academic Research","Full-time, Fresher",06-07-2025,Indeed,"This is a fresher-level management trainee role focusing on research and data collection for academic journals in Science, Technology, and Medicine. Requires B.Sc + computer knowledge. Very similar to the MBA Journals posting from the same company (or affiliated group).",
Management Trainee: (Junior Research Analyst),MBA Journals,"Noida, Uttar Pradesh",Fresher,"perform secondary,  primary research about company,organizational hierarchy,business entities for aerospace customers, collecting information from various databases (hoovers, lexis,  nexis) to provide credit, creates author,editor,reviewer’s pool for mba journals (management, business, finance, marketing, human resource) and other projects, liaisons through e-mail with authors,reviewers,editors, computer skills., hoovers, lexis,  nexis.","Publishing, Academic Research","Full-time, Fresher",06-07-2025,Indeed,"This is a fresher-level management trainee role focusing on research and data collection for academic journals in various business domains. Requires B.Sc + computer knowledge, BBA, MBA.",
ASSOCIATE CONSULTANT,HCL Technologies,"Noida, Uttar Pradesh","4.5-8 Years (Contradicts ""Fresher"" tag)","adhere to quality standards,regulatory requirements,company policies, ensure positive customer experience (fcr, minimum rejected,reopen cases), participate,contribute on en business (proposals, service improvement plans), independently resolve tickets, meet sla for ticket volume,time, provide support for on call escalations,l3 level support, incident,  problem management, work on value adding activities (knowledge base update,  management, training freshers, coaching analysts, conducting interviews,participation in hiring drives)., data center-database-public cloud (general skill category).","IT Services, Consulting","Full-time, On-site",06-07-2025,Indeed,"This role has conflicting experience requirements (""Fresher"" vs. ""4.5-8 Years""). Based on the responsibilities (L3 support, training), it appears to be for an experienced professional. Focuses on IT consulting, incident management, and service improvement within a data center/public cloud environment.",
Analyst,McCube Financial,"Gurugram, Haryana",Fresher,"act as an analyst, execute projects for investment banks,lenders,asset managers,hedge funds,corporations,consultancy firms, understand scope of work and objectives, design work approach, interpret and analyze information (accuracy, exhaustiveness, applicability), perform basic financial analysis, present in structured manner, perform basic financial modeling and valuation assignments, perform deal support activities, communicate confidently with client,project lead, take through deliverable sections, help project lead decide on timelines, conduct sanity checks, identify and escalate risks,issues, knowledge and ability to interpret financial statements (essential), knowledge of various modeling and valuation concepts and approaches (essential), knowledge of cmbs markets and reporting of financial data (desirable), knowledge of using third party reports,loan documents,analyzing borrower’s financial statement (desirable), excellent communication (written and oral) and presentation skills (essential), excellent secondary research skills (essential), business acumen in analytics,business valuation,financial research (desirable)., ms excel (financial modeling - desirable).","Financial Services, Investment Banking, Financial Research","Full-time, Fresher",06-07-2025,Indeed,"This role is explicitly for ""Fresher"" candidates with a Master's or Post Graduate degree in Finance. It focuses on financial analysis, modeling, valuation, and secondary research for various financial institutions.",
Associate Analyst,CmaxInsight,"Noida, Uttar Pradesh",Fresher,"extensive and in-depth secondary research, develop good understanding of pipeline and marketed molecules for therapeutic applications, perform in-depth analysis to profile molecules and companies, perform qualitative and quantitative data analysis, writing detailed research reports, able to work in a team, strictly adhering to deadlines, work towards developing excellent research reports and insights, monitoring project progress (tracking activity, resolving problems, publishing reports), excellent verbal and written communication skills, strong academic track record, pro-activeness in taking up new challenges, ability to work on diverse technical domains (related to the field of life sciences), strong commitment to deadlines., ms office suite (word, excel, powerpoint).","Market Research, Consulting (Life Sciences, Pharmaceuticals, Biotechnology)","Full-time, Fresher",06-07-2025,Indeed,"This role is explicitly for ""Fresher"" candidates with a background in Life Sciences (B. Pharma, B. Tech Biotech, M. Pharma, M. Tech Biotech). It focuses on secondary research, data analysis, and report writing in the pharmaceutical/biotech domain.",
"Intern – Research & Consulting (EV, Economics/Statistics, Power & Renewable Sectors)",Eninrac Consulting,"Noida, Uttar Pradesh (Sector 65)",Fresher,"assist in writing research reports, analyze data and extract meaningful insights, conduct policy and regulatory research for the power sector, participate in on-demand research projects, support senior analysts and consultants in ongoing assignments, research report writing, understanding of power sector regulations and policies, strong data mining and analytical skills, proactive and self-motivated, team-oriented and enthusiastic to learn., not explicitly mentioned (implies standard research tools, ms office suite).","Market Research, Consulting (Energy & Infrastructure)","Internship (Full-time, Offline)",06-07-2025,Indeed,"This is an internship explicitly for freshers, focused on market research and consulting in the EV, Power, and Renewable Energy sectors. It is a stipend-based, full-time, offline role in Noida. Joining within 1 month.",
CRO & Data Analyst Intern,Lumosique,"Noida, Uttar Pradesh","Fresher, Student","manage shopify website (product listings, inventory, visual content), perform a,b testing (pricing, titles, product descriptions), launch,manage product bundles,offers,discounts, build high-converting product pages,landing flows, work with designers,content for timely updates, monitor key kpis (cvr, aov, bounce rate, add-to-cart, checkout drop-offs), identify underperforming skus and user drop-off points, support cro efforts (analyzing ga4, hotjar, lucky orange), build daily,weekly dashboards, generate insights for marketing,product decisions, help benchmark performance (past campaigns, competitor data), maintain daily reports (sku performance, inventory, sales trends), collaborate with marketing on performance insights,campaign impact, present actionable insights from traffic,sessions,behavior heatmaps, strong working knowledge of excel, google sheets, comfort with shopify platform (or willingness to learn), interest or experience in ecommerce analytics, d2c brand ecosystems, familiar with ga4, meta ads dashboard (bonus)., shopify, excel, google sheets, ga4, hotjar, lucky orange, meta ads dashboard (bonus).",E-commerce (D2C Skincare Brand),"Internship (Full-time, 3-6 Months)",06-07-2025,Indeed,"This is an internship role for 3-6 months, explicitly targeting students/freshers. It focuses on Shopify website management, data analysis for CRO, and e-commerce analytics for a D2C skincare brand. Opportunity for a Pre-Placement Offer (PPO).",
Market Research Analyst (Non IT Fresher),CXL Technologies,"Noida, Uttar Pradesh",Fresher,"use various search engines to research information on companies, record details in system, extensively retrieve information from internet, validating information using various validation techniques, gathering data using various websites like linkedin,hoovers,bloomberg, email and contact list building, web scrapping, linkedin research, market research, primary and secondary research, research on various sectors (energy,  renewable, oil,  gas, publishing, human resource, finance, digital media, pharmaceuticals, information technology, infrastructure), internet,  computer savvy, ability to find information on the internet based on research parameters, team player, good communication skills, good geographical knowledge, ability to meet tight deadlines, target oriented, self-starter, committed to timely project deliveries., search engines (general), linkedin, hoovers, bloomberg, ms-excel.","IT Services, Software Development, Market Research","Full-time, Permanent, On-site",06-07-2025,Indeed,"This role is explicitly for ""Non IT Fresher"" candidates with a fixed salary of ?12,000 per month. It requires strong internet research, data gathering, and validation skills. Work is on-site in Noida. Expected start date 07/07/2025.",
"Consultant, Data Analytics & Reporting - Ag & Trading",Cargill,"Gurugram, Haryana",2-4 Years,"cargo,  vessel analytics (analyze vessel movements, cargo flows, trading patterns), domain expertise (vessel classes, fixtures, ocean transportation), reporting,  visualization (design,deliver dashboards,reports), data integrity (accuracy,consistency of maritime,trading data), process optimization (improve data collection,reporting processes), stakeholder collaboration (align analytics with business goals), strong knowledge of vessel class families, fixtures, ocean transportation operations, familiarity with maritime data sources and trading platforms, excellent analytical, communication, and stakeholder management skills., power bi, tableau.","Agriculture, Trading, Logistics, Maritime",Full-time,06-07-2025,Indeed,"This role requires 2-4 years of experience, specifically in cargo/vessel analytics or commodity trading analytics. It emphasizes domain expertise in ocean transportation, data visualization, and strong stakeholder collaboration skills.",
Global Product Analyst – Mobility,Boston Consulting Group,"Gurugram, Haryana",3-5 Years,"architecting, scaling, optimizing data and platform solutions on bcg’s assignment pro (apro) and adjacent systems (workday), subject matter expert (sme) on platform configuration, designing,building,deploying complex solutions, partner with product owners,engineering squads,business stakeholders, design data pipelines, reporting, automated workflows, technical configurations, enhance mobility operations, enable real-time decision-making, produce recurring,ad hoc reports, monitor data flows,anomalies, support data-related operations,enhancements, understanding mobility processes and how technology enables them, assignmentpro platform sme (deep knowledge of modules, configurations, workflows, data schemas), system configurations and set up, development of complex sql queries, mobility-specific data models, operational,  ad-hoc reporting, create and maintain executive dashboards and kpi frameworks, monitoring data consistency (data audits), engaging with users,  resolving issues, learning the landscape (assignmentpro workflows, data models, integration points), supporting presentations (translate findings into visuals,ppt), testing,  quality checks (test planning,execution, uat, system testing), documentation,  enablement (job aids, quick reference materials), technical business analysis, data engineering, platform analytics (in saas environment, ideally global mobility or hr tech), delivering configuration and technical solutions with saas solutions, managing technical vendor relationships, primary escalation point for daily platform issues,change requests, strong communication skills (distil complex technical to business-friendly), agile environments, cross-functional technical initiatives, prior experience with workday integrations, data mapping, cross-system reconciliation (strongly preferred), assignmentpro (equus) certified (ideal), platform expertise,  configuration, advanced reporting,  data architecture, end-to-end data integrity,  governance, cross-system integration,  mapping, impact,  root cause analysis, tracking tasks,  coordinating delivery, stakeholder engagement (translate business requirements to technical design), technical enablement., sql (including performance optimization, complex joins, data transformations), power bi, tableau, workday, assignmentpro (apro,equus), microsoft excel, powerpoint, alteryx (plus), saas solutions (general).","Management Consulting (HR Technology, Global Mobility, SaaS)",Full-time,06-07-2025,Indeed,"This is a mid-level role requiring 3-5 years of experience, with a specific focus on HR Tech/Global Mobility SaaS platforms like AssignmentPro and Workday. It involves technical business analysis, data engineering, platform configuration, and reporting. Proficiency in SQL and BI tools is crucial.",
